Year,Country / territory of asylum/residence,Origin,Population type,Value
2011,Ireland,Colombia,Refugees (incl. refugee-like situations),1
2011,Israel,Colombia,Refugees (incl. refugee-like situations),1
2011,Israel,Colombia,Asylum-seekers,242
2011,Italy,Colombia,Refugees (incl. refugee-like situations),387
2011,Japan,Colombia,Asylum-seekers,1
2011,Latvia,Colombia,Refugees (incl. refugee-like situations),1
2011,Mexico,Colombia,Refugees (incl. refugee-like situations),252
2011,Mexico,Colombia,Asylum-seekers,51
2011,Netherlands,Colombia,Refugees (incl. refugee-like situations),300
2011,Netherlands,Colombia,Asylum-seekers,15
2011,New Zealand,Colombia,Refugees (incl. refugee-like situations),32
2011,New Zealand,Colombia,Asylum-seekers,1
2011,Nicaragua,Colombia,Refugees (incl. refugee-like situations),8
2011,Norway,Colombia,Refugees (incl. refugee-like situations),32
2011,Norway,Colombia,Asylum-seekers,9
2011,Panama,Colombia,Refugees (incl. refugee-like situations),15598
2011,Panama,Colombia,Asylum-seekers,475
2011,Paraguay,Colombia,Refugees (incl. refugee-like situations),40
2011,Paraguay,Colombia,Asylum-seekers,1
2011,Peru,Colombia,Refugees (incl. refugee-like situations),308
2011,Peru,Colombia,Asylum-seekers,253
2011,Poland,Colombia,Asylum-seekers,1
2011,Portugal,Colombia,Refugees (incl. refugee-like situations),71
2011,Portugal,Colombia,Asylum-seekers,7
2011,Romania,Colombia,Refugees (incl. refugee-like situations),1
2011,Spain,Colombia,Refugees (incl. refugee-like situations),664
2011,Sweden,Colombia,Refugees (incl. refugee-like situations),105
2011,Sweden,Colombia,Asylum-seekers,14
2011,Switzerland,Colombia,Refugees (incl. refugee-like situations),324
2011,Switzerland,Colombia,Asylum-seekers,14
2011,Trinidad and Tobago,Colombia,Refugees (incl. refugee-like situations),5
2011,Trinidad and Tobago,Colombia,Asylum-seekers,4
2011,United Kingdom,Colombia,Refugees (incl. refugee-like situations),564
2011,United Kingdom,Colombia,Asylum-seekers,18
2011,United States of America,Colombia,Refugees (incl. refugee-like situations),22004
2011,United States of America,Colombia,Asylum-seekers,177
2011,Uruguay,Colombia,Refugees (incl. refugee-like situations),86
2011,Uruguay,Colombia,Asylum-seekers,27
2011,Venezuela (Bolivarian Republic of),Colombia,Refugees (incl. refugee-like situations),201941
2011,Venezuela (Bolivarian Republic of),Colombia,Asylum-seekers,17192
2012,Argentina,Colombia,Refugees (incl. refugee-like situations),497
2012,Argentina,Colombia,Asylum-seekers,510
2012,Aruba,Colombia,Asylum-seekers,5
2012,Australia,Colombia,Refugees (incl. refugee-like situations),118
2012,Australia,Colombia,Asylum-seekers,38
2012,Austria,Colombia,Refugees (incl. refugee-like situations),19
2012,Austria,Colombia,Asylum-seekers,5
2012,Belgium,Colombia,Refugees (incl. refugee-like situations),39
2012,Belgium,Colombia,Asylum-seekers,9
2012,Bolivia (Plurinational State of),Colombia,Refugees (incl. refugee-like situations),168
2012,Bolivia (Plurinational State of),Colombia,Asylum-seekers,8
2012,Brazil,Colombia,Refugees (incl. refugee-like situations),742
2012,Brazil,Colombia,Asylum-seekers,243
2012,Canada,Colombia,Refugees (incl. refugee-like situations),17563
2012,Canada,Colombia,Asylum-seekers,1254
2012,Chile,Colombia,Refugees (incl. refugee-like situations),942
2012,Chile,Colombia,Asylum-seekers,287
2012,"China, Hong Kong SAR",Colombia,Asylum-seekers,12
2012,Colombia,Colombia,Internally displaced persons,3943509
2012,Costa Rica,Colombia,Refugees (incl. refugee-like situations),10305
2012,Costa Rica,Colombia,Asylum-seekers,356
2012,Costa Rica,Colombia,Returned refugees,4
2012,Cuba,Colombia,Refugees (incl. refugee-like situations),1
2012,Cura?,Colombia,Refugees (incl. refugee-like situations),6
2012,Cura?,Colombia,Asylum-seekers,2
2012,Dominican Rep.,Colombia,Asylum-seekers,2
2012,Ecuador,Colombia,Refugees (incl. refugee-like situations),122964
2012,Ecuador,Colombia,Asylum-seekers,14408
2012,Ecuador,Colombia,Returned refugees,6
2012,El Salvador,Colombia,Refugees (incl. refugee-like situations),3
2012,Finland,Colombia,Refugees (incl. refugee-like situations),1
2012,Finland,Colombia,Asylum-seekers,3
2012,France,Colombia,Refugees (incl. refugee-like situations),476
2012,Germany,Colombia,Refugees (incl. refugee-like situations),241
2012,Germany,Colombia,Asylum-seekers,61
2012,Guatemala,Colombia,Refugees (incl. refugee-like situations),7
2012,Honduras,Colombia,Refugees (incl. refugee-like situations),4
2012,Hungary,Colombia,Refugees (incl. refugee-like situations),1
2012,Iceland,Colombia,Asylum-seekers,1
2012,Ireland,Colombia,Refugees (incl. refugee-like situations),1
2012,Israel,Colombia,Refugees (incl. refugee-like situations),2
2012,Italy,Colombia,Refugees (incl. refugee-like situations),373
2012,Italy,Colombia,Asylum-seekers,29
2012,Latvia,Colombia,Refugees (incl. refugee-like situations),1
2012,Malta,Colombia,Asylum-seekers,1
2012,Mexico,Colombia,Refugees (incl. refugee-like situations),247
2012,Mexico,Colombia,Asylum-seekers,37
2012,Netherlands,Colombia,Refugees (incl. refugee-like situations),295
2012,Netherlands,Colombia,Asylum-seekers,15
2012,New Zealand,Colombia,Refugees (incl. refugee-like situations),17
2012,Nicaragua,Colombia,Refugees (incl. refugee-like situations),8
2012,Norway,Colombia,Refugees (incl. refugee-like situations),27
2012,Panama,Colombia,Refugees (incl. refugee-like situations),15723
2012,Panama,Colombia,Asylum-seekers,85
2012,Paraguay,Colombia,Refugees (incl. refugee-like situations),40
2012,Paraguay,Colombia,Asylum-seekers,1
2012,Peru,Colombia,Refugees (incl. refugee-like situations),413
2012,Peru,Colombia,Asylum-seekers,210
2012,Portugal,Colombia,Refugees (incl. refugee-like situations),76
2012,Portugal,Colombia,Asylum-seekers,5
2012,Romania,Colombia,Refugees (incl. refugee-like situations),1
2012,South Africa,Colombia,Asylum-seekers,1
2012,Spain,Colombia,Refugees (incl. refugee-like situations),637
2012,Spain,Colombia,Asylum-seekers,50
2012,Sweden,Colombia,Refugees (incl. refugee-like situations),60
2012,Sweden,Colombia,Asylum-seekers,14
2012,Switzerland,Colombia,Refugees (incl. refugee-like situations),327
2012,Switzerland,Colombia,Asylum-seekers,18
2012,Syrian Arab Rep.,Colombia,Asylum-seekers,3
2012,Trinidad and Tobago,Colombia,Refugees (incl. refugee-like situations),8
2012,Turks and Caicos Islands,Colombia,Asylum-seekers,1
2012,United Kingdom,Colombia,Refugees (incl. refugee-like situations),341
2012,United Kingdom,Colombia,Asylum-seekers,19
2012,United States of America,Colombia,Refugees (incl. refugee-like situations),17766
2012,United States of America,Colombia,Asylum-seekers,178
2012,Uruguay,Colombia,Refugees (incl. refugee-like situations),94
2012,Uruguay,Colombia,Asylum-seekers,20
2012,Venezuela (Bolivarian Republic of),Colombia,Refugees (incl. refugee-like situations),203563
2012,Venezuela (Bolivarian Republic of),Colombia,Asylum-seekers,750
2013,Argentina,Colombia,Refugees (incl. refugee-like situations),526
2013,Argentina,Colombia,Asylum-seekers,302
2013,Aruba,Colombia,Refugees (incl. refugee-like situations),1
2013,Aruba,Colombia,Asylum-seekers,4
2013,Australia,Colombia,Refugees (incl. refugee-like situations),124
2013,Australia,Colombia,Asylum-seekers,37
2013,Austria,Colombia,Refugees (incl. refugee-like situations),19
2013,Austria,Colombia,Asylum-seekers,5
2013,Belgium,Colombia,Refugees (incl. refugee-like situations),28
2013,Belgium,Colombia,Asylum-seekers,7
2013,Bolivia (Plurinational State of),Colombia,Refugees (incl. refugee-like situations),178
2013,Bolivia (Plurinational State of),Colombia,Asylum-seekers,4
2013,Brazil,Colombia,Refugees (incl. refugee-like situations),1147
2013,Brazil,Colombia,Asylum-seekers,110
2013,Brazil,Colombia,Returned refugees,13
2013,Canada,Colombia,Refugees (incl. refugee-like situations),17381
2013,Canada,Colombia,Asylum-seekers,806
2013,Chile,Colombia,Refugees (incl. refugee-like situations),977
2013,Chile,Colombia,Asylum-seekers,355
2013,"China, Hong Kong SAR",Colombia,Refugees (incl. refugee-like situations),1
2013,"China, Hong Kong SAR",Colombia,Asylum-seekers,16
2013,Colombia,Colombia,Internally displaced persons,5368138
2013,Costa Rica,Colombia,Refugees (incl. refugee-like situations),16586
2013,Costa Rica,Colombia,Asylum-seekers,309
2013,Costa Rica,Colombia,Returned refugees,1
2013,Cuba,Colombia,Returned refugees,1
2013,Cura?,Colombia,Refugees (incl. refugee-like situations),6
2013,Cura?,Colombia,Asylum-seekers,14
2013,Dominican Rep.,Colombia,Refugees (incl. refugee-like situations),1
2013,Dominican Rep.,Colombia,Asylum-seekers,4
2013,Ecuador,Colombia,Refugees (incl. refugee-like situations),122359
2013,Ecuador,Colombia,Asylum-seekers,11468
2013,Ecuador,Colombia,Returned refugees,1
2013,El Salvador,Colombia,Refugees (incl. refugee-like situations),3
2013,El Salvador,Colombia,Asylum-seekers,1
2013,Finland,Colombia,Refugees (incl. refugee-like situations),1
2013,Finland,Colombia,Asylum-seekers,1
2013,France,Colombia,Refugees (incl. refugee-like situations),480
2013,France,Colombia,Asylum-seekers,61
2013,Germany,Colombia,Refugees (incl. refugee-like situations),70
2013,Germany,Colombia,Asylum-seekers,56
2013,Guatemala,Colombia,Refugees (incl. refugee-like situations),6
2013,Honduras,Colombia,Refugees (incl. refugee-like situations),4
2013,Hungary,Colombia,Refugees (incl. refugee-like situations),1
2013,Israel,Colombia,Refugees (incl. refugee-like situations),2
2013,Italy,Colombia,Refugees (incl. refugee-like situations),407
2013,Italy,Colombia,Asylum-seekers,20
2013,Latvia,Colombia,Refugees (incl. refugee-like situations),1
2013,Mexico,Colombia,Refugees (incl. refugee-like situations),255
2013,Mexico,Colombia,Asylum-seekers,68
2013,Morocco,Colombia,Asylum-seekers,1
2013,Netherlands,Colombia,Refugees (incl. refugee-like situations),281
2013,New Zealand,Colombia,Refugees (incl. refugee-like situations),14
2013,Nicaragua,Colombia,Refugees (incl. refugee-like situations),9
2013,Nicaragua,Colombia,Asylum-seekers,1
2013,Nicaragua,Colombia,Returned refugees,1
2013,Norway,Colombia,Refugees (incl. refugee-like situations),24
2013,Norway,Colombia,Asylum-seekers,5
2013,Panama,Colombia,Refugees (incl. refugee-like situations),15957
2013,Panama,Colombia,Asylum-seekers,288
2013,Paraguay,Colombia,Refugees (incl. refugee-like situations),40
2013,Peru,Colombia,Refugees (incl. refugee-like situations),436
2013,Peru,Colombia,Asylum-seekers,320
2013,Portugal,Colombia,Refugees (incl. refugee-like situations),77
2013,Portugal,Colombia,Asylum-seekers,4
2013,Romania,Colombia,Refugees (incl. refugee-like situations),1
2013,Romania,Colombia,Asylum-seekers,1
2013,South Africa,Colombia,Asylum-seekers,2
2013,Spain,Colombia,Refugees (incl. refugee-like situations),497
2013,Spain,Colombia,Asylum-seekers,28
2013,Sweden,Colombia,Refugees (incl. refugee-like situations),55
2013,Sweden,Colombia,Asylum-seekers,5
2013,Switzerland,Colombia,Refugees (incl. refugee-like situations),308
2013,Switzerland,Colombia,Asylum-seekers,16
2013,Trinidad and Tobago,Colombia,Refugees (incl. refugee-like situations),4
2013,Turks and Caicos Islands,Colombia,Refugees (incl. refugee-like situations),1
2013,United Kingdom,Colombia,Refugees (incl. refugee-like situations),162
2013,United Kingdom,Colombia,Asylum-seekers,16
2013,United States of America,Colombia,Refugees (incl. refugee-like situations),13913
2013,United States of America,Colombia,Asylum-seekers,384
2013,Uruguay,Colombia,Refugees (incl. refugee-like situations),115
2013,Uruguay,Colombia,Asylum-seekers,16
2013,Venezuela (Bolivarian Republic of),Colombia,Refugees (incl. refugee-like situations),204259
2013,Venezuela (Bolivarian Republic of),Colombia,Asylum-seekers,909
2014,Argentina,Colombia,Refugees (incl. refugee-like situations),551
2014,Argentina,Colombia,Asylum-seekers,141
2014,Aruba,Colombia,Asylum-seekers,4
2014,Australia,Colombia,Refugees (incl. refugee-like situations),135
2014,Australia,Colombia,Asylum-seekers,71
2014,Austria,Colombia,Refugees (incl. refugee-like situations),19
2014,Austria,Colombia,Asylum-seekers,4
2014,Belgium,Colombia,Refugees (incl. refugee-like situations),28
2014,Belgium,Colombia,Asylum-seekers,6
2014,Bolivia (Plurinational State of),Colombia,Refugees (incl. refugee-like situations),184
2014,Bolivia (Plurinational State of),Colombia,Asylum-seekers,3
2014,Brazil,Colombia,Refugees (incl. refugee-like situations),1200
2014,Brazil,Colombia,Asylum-seekers,171
2014,Canada,Colombia,Refugees (incl. refugee-like situations),16428
2014,Canada,Colombia,Asylum-seekers,274
2014,Chile,Colombia,Refugees (incl. refugee-like situations),996
2014,Chile,Colombia,Asylum-seekers,469
2014,"China, Hong Kong SAR",Colombia,Asylum-seekers,24
2014,Colombia,Colombia,Internally displaced persons,6044151
2014,Costa Rica,Colombia,Refugees (incl. refugee-like situations),16623
2014,Costa Rica,Colombia,Asylum-seekers,208
2014,Cura?,Colombia,Refugees (incl. refugee-like situations),27
2014,Cura?,Colombia,Asylum-seekers,13
2014,Dominican Rep.,Colombia,Refugees (incl. refugee-like situations),1
2014,Ecuador,Colombia,Refugees (incl. refugee-like situations),121317
2014,Ecuador,Colombia,Returned refugees,5
2014,El Salvador,Colombia,Refugees (incl. refugee-like situations),4
2014,Finland,Colombia,Refugees (incl. refugee-like situations),1
2014,Finland,Colombia,Asylum-seekers,2
2014,France,Colombia,Refugees (incl. refugee-like situations),470
2014,France,Colombia,Asylum-seekers,85
2014,Germany,Colombia,Refugees (incl. refugee-like situations),63
2014,Germany,Colombia,Asylum-seekers,54
2014,Guatemala,Colombia,Refugees (incl. refugee-like situations),6
2014,Guatemala,Colombia,Asylum-seekers,2
2014,Honduras,Colombia,Refugees (incl. refugee-like situations),4
2014,Hungary,Colombia,Refugees (incl. refugee-like situations),1
2014,Iceland,Colombia,Asylum-seekers,5
2014,Israel,Colombia,Refugees (incl. refugee-like situations),2
2014,Italy,Colombia,Refugees (incl. refugee-like situations),475
2014,Italy,Colombia,Asylum-seekers,26
2014,Latvia,Colombia,Refugees (incl. refugee-like situations),1
2014,Mexico,Colombia,Refugees (incl. refugee-like situations),255
2014,Mexico,Colombia,Asylum-seekers,79
2014,Morocco,Colombia,Asylum-seekers,1
2014,Netherlands,Colombia,Refugees (incl. refugee-like situations),273
2014,Netherlands,Colombia,Asylum-seekers,2
2014,New Zealand,Colombia,Refugees (incl. refugee-like situations),10
2014,New Zealand,Colombia,Asylum-seekers,2
2014,Nicaragua,Colombia,Refugees (incl. refugee-like situations),10
2014,Norway,Colombia,Refugees (incl. refugee-like situations),16
2014,Norway,Colombia,Asylum-seekers,1
2014,Panama,Colombia,Refugees (incl. refugee-like situations),15551
2014,Panama,Colombia,Asylum-seekers,795
2014,Paraguay,Colombia,Refugees (incl. refugee-like situations),39
2014,Paraguay,Colombia,Returned refugees,1
2014,Peru,Colombia,Refugees (incl. refugee-like situations),507
2014,Peru,Colombia,Asylum-seekers,199
2014,Portugal,Colombia,Refugees (incl. refugee-like situations),77
2014,Portugal,Colombia,Asylum-seekers,6
2014,Romania,Colombia,Refugees (incl. refugee-like situations),1
2014,Slovenia,Colombia,Asylum-seekers,1
2014,South Africa,Colombia,Refugees (incl. refugee-like situations),1
2014,South Africa,Colombia,Asylum-seekers,2
2014,Spain,Colombia,Refugees (incl. refugee-like situations),364
2014,Spain,Colombia,Asylum-seekers,27
2014,Sweden,Colombia,Refugees (incl. refugee-like situations),41
2014,Sweden,Colombia,Asylum-seekers,26
2014,Switzerland,Colombia,Refugees (incl. refugee-like situations),302
2014,Switzerland,Colombia,Asylum-seekers,5
2014,Trinidad and Tobago,Colombia,Refugees (incl. refugee-like situations),8
2014,Trinidad and Tobago,Colombia,Asylum-seekers,8
2014,Turks and Caicos Islands,Colombia,Refugees (incl. refugee-like situations),1
2014,United Kingdom,Colombia,Refugees (incl. refugee-like situations),105
2014,United Kingdom,Colombia,Asylum-seekers,17
2014,United States of America,Colombia,Refugees (incl. refugee-like situations),10552
2014,United States of America,Colombia,Asylum-seekers,1744
2014,Uruguay,Colombia,Refugees (incl. refugee-like situations),130
2014,Uruguay,Colombia,Asylum-seekers,7
2014,Venezuela (Bolivarian Republic of),Colombia,Refugees (incl. refugee-like situations),173519
2014,Venezuela (Bolivarian Republic of),Colombia,Asylum-seekers,251
2015,Argentina,Colombia,Refugees (incl. refugee-like situations),541
2015,Argentina,Colombia,Asylum-seekers,107
2015,Argentina,Colombia,Returned refugees,9
2015,Aruba,Colombia,Refugees (incl. refugee-like situations),1
2015,Australia,Colombia,Refugees (incl. refugee-like situations),132
2015,Australia,Colombia,Asylum-seekers,49
2015,Austria,Colombia,Refugees (incl. refugee-like situations),11
2015,Austria,Colombia,Asylum-seekers,3
2015,Belgium,Colombia,Refugees (incl. refugee-like situations),36
2015,Belgium,Colombia,Asylum-seekers,6
2015,Bolivia (Plurinational State of),Colombia,Refugees (incl. refugee-like situations),193
2015,Brazil,Colombia,Refugees (incl. refugee-like situations),1280
2015,Brazil,Colombia,Asylum-seekers,181
2015,Canada,Colombia,Refugees (incl. refugee-like situations),13666
2015,Canada,Colombia,Asylum-seekers,457
2015,Chile,Colombia,Refugees (incl. refugee-like situations),1054
2015,Chile,Colombia,Asylum-seekers,840
2015,"China, Hong Kong SAR",Colombia,Asylum-seekers,24
2015,Colombia,Colombia,Internally displaced persons,6939067
2015,Costa Rica,Colombia,Refugees (incl. refugee-like situations),2247
2015,Costa Rica,Colombia,Asylum-seekers,483
2015,Cura?,Colombia,Refugees (incl. refugee-like situations),34
2015,Cura?,Colombia,Asylum-seekers,15
2015,Dominican Rep.,Colombia,Refugees (incl. refugee-like situations),1
2015,Dominican Rep.,Colombia,Asylum-seekers,4
2015,Ecuador,Colombia,Refugees (incl. refugee-like situations),120685
2015,Ecuador,Colombia,Returned refugees,10
2015,El Salvador,Colombia,Refugees (incl. refugee-like situations),4
2015,El Salvador,Colombia,Asylum-seekers,1
2015,Finland,Colombia,Refugees (incl. refugee-like situations),2
2015,Finland,Colombia,Asylum-seekers,1
2015,France,Colombia,Refugees (incl. refugee-like situations),475
2015,France,Colombia,Asylum-seekers,58
2015,Germany,Colombia,Refugees (incl. refugee-like situations),61
2015,Germany,Colombia,Asylum-seekers,44
2015,Guatemala,Colombia,Refugees (incl. refugee-like situations),6
2015,Honduras,Colombia,Refugees (incl. refugee-like situations),1
2015,Honduras,Colombia,Returned refugees,3
2015,Hungary,Colombia,Refugees (incl. refugee-like situations),1
2015,Israel,Colombia,Refugees (incl. refugee-like situations),2
2015,Italy,Colombia,Refugees (incl. refugee-like situations),506
2015,Italy,Colombia,Asylum-seekers,12
2015,Japan,Colombia,Asylum-seekers,2
2015,Latvia,Colombia,Refugees (incl. refugee-like situations),1
2015,Mexico,Colombia,Refugees (incl. refugee-like situations),264
2015,Mexico,Colombia,Asylum-seekers,68
2015,Netherlands,Colombia,Refugees (incl. refugee-like situations),135
2015,Netherlands,Colombia,Asylum-seekers,4
2015,New Zealand,Colombia,Refugees (incl. refugee-like situations),21
2015,New Zealand,Colombia,Asylum-seekers,3
2015,Nicaragua,Colombia,Refugees (incl. refugee-like situations),6
2015,Nicaragua,Colombia,Asylum-seekers,2
2015,Norway,Colombia,Refugees (incl. refugee-like situations),11
2015,Norway,Colombia,Asylum-seekers,2
2015,Panama,Colombia,Refugees (incl. refugee-like situations),15593
2015,Panama,Colombia,Asylum-seekers,1471
2015,Paraguay,Colombia,Refugees (incl. refugee-like situations),34
2015,Paraguay,Colombia,Asylum-seekers,1
2015,Paraguay,Colombia,Returned refugees,5
2015,Peru,Colombia,Refugees (incl. refugee-like situations),559
2015,Peru,Colombia,Asylum-seekers,149
2015,Portugal,Colombia,Refugees (incl. refugee-like situations),88
2015,Portugal,Colombia,Asylum-seekers,6
2015,Romania,Colombia,Refugees (incl. refugee-like situations),1
2015,South Africa,Colombia,Refugees (incl. refugee-like situations),1
2015,South Africa,Colombia,Asylum-seekers,2
2015,Spain,Colombia,Refugees (incl. refugee-like situations),240
2015,Spain,Colombia,Asylum-seekers,210
2015,Sweden,Colombia,Refugees (incl. refugee-like situations),31
2015,Sweden,Colombia,Asylum-seekers,21
2015,Switzerland,Colombia,Refugees (incl. refugee-like situations),274
2015,Switzerland,Colombia,Asylum-seekers,7
2015,Trinidad and Tobago,Colombia,Refugees (incl. refugee-like situations),12
2015,Trinidad and Tobago,Colombia,Asylum-seekers,5
2015,Turks and Caicos Islands,Colombia,Refugees (incl. refugee-like situations),1
2015,United Kingdom,Colombia,Refugees (incl. refugee-like situations),60
2015,United Kingdom,Colombia,Asylum-seekers,22
2015,United States of America,Colombia,Refugees (incl. refugee-like situations),8043
2015,United States of America,Colombia,Asylum-seekers,2568
2015,Uruguay,Colombia,Refugees (incl. refugee-like situations),140
2015,Uruguay,Colombia,Asylum-seekers,6
2015,Venezuela (Bolivarian Republic of),Colombia,Refugees (incl. refugee-like situations),173673
2015,Venezuela (Bolivarian Republic of),Colombia,Asylum-seekers,57
2015,Venezuela (Bolivarian Republic of),Colombia,Returned refugees,1765
2016,Argentina,Colombia,Refugees (incl. refugee-like situations),542
2016,Argentina,Colombia,Asylum-seekers,186
2016,Aruba,Colombia,Asylum-seekers,1
2016,Australia,Colombia,Refugees (incl. refugee-like situations),125
2016,Australia,Colombia,Asylum-seekers,83
2016,Austria,Colombia,Refugees (incl. refugee-like situations),2
2016,Austria,Colombia,Asylum-seekers,4
2016,Belgium,Colombia,Refugees (incl. refugee-like situations),33
2016,Belgium,Colombia,Asylum-seekers,17
2016,Belize,Colombia,Asylum-seekers,1
2016,Bolivia (Plurinational State of),Colombia,Refugees (incl. refugee-like situations),195
2016,Bolivia (Plurinational State of),Colombia,Asylum-seekers,2
2016,Brazil,Colombia,Refugees (incl. refugee-like situations),1288
2016,Brazil,Colombia,Asylum-seekers,237
2016,Canada,Colombia,Refugees (incl. refugee-like situations),8228
2016,Canada,Colombia,Asylum-seekers,957
2016,Chile,Colombia,Refugees (incl. refugee-like situations),1054
2016,Chile,Colombia,Asylum-seekers,2548
2016,China,Colombia,Asylum-seekers,4
2016,Colombia,Colombia,Internally displaced persons,7410816
2016,Costa Rica,Colombia,Refugees (incl. refugee-like situations),2335
2016,Costa Rica,Colombia,Asylum-seekers,467
2016,Cura?,Colombia,Refugees (incl. refugee-like situations),35
2016,Cura?,Colombia,Asylum-seekers,36
2016,Denmark,Colombia,Asylum-seekers,3
2016,Dominican Rep.,Colombia,Refugees (incl. refugee-like situations),1
2016,Dominican Rep.,Colombia,Asylum-seekers,10
2016,Ecuador,Colombia,Refugees (incl. refugee-like situations),101161
2016,Ecuador,Colombia,Returned refugees,46
2016,El Salvador,Colombia,Refugees (incl. refugee-like situations),5
2016,Finland,Colombia,Refugees (incl. refugee-like situations),1
2016,Finland,Colombia,Asylum-seekers,1
2016,France,Colombia,Refugees (incl. refugee-like situations),472
2016,France,Colombia,Asylum-seekers,29
2016,Germany,Colombia,Refugees (incl. refugee-like situations),65
2016,Germany,Colombia,Asylum-seekers,84
2016,Greece,Colombia,Asylum-seekers,1
2016,Guatemala,Colombia,Refugees (incl. refugee-like situations),6
2016,Hungary,Colombia,Refugees (incl. refugee-like situations),1
2016,Israel,Colombia,Refugees (incl. refugee-like situations),2
2016,Italy,Colombia,Refugees (incl. refugee-like situations),368
2016,Italy,Colombia,Asylum-seekers,68
2016,Latvia,Colombia,Refugees (incl. refugee-like situations),1
2016,Mexico,Colombia,Refugees (incl. refugee-like situations),276
2016,Mexico,Colombia,Asylum-seekers,73
2016,Netherlands,Colombia,Refugees (incl. refugee-like situations),69
2016,Netherlands,Colombia,Asylum-seekers,23
2016,New Zealand,Colombia,Refugees (incl. refugee-like situations),24
2016,New Zealand,Colombia,Asylum-seekers,6
2016,Nicaragua,Colombia,Refugees (incl. refugee-like situations),6
2016,Nicaragua,Colombia,Asylum-seekers,3
2016,Norway,Colombia,Refugees (incl. refugee-like situations),15
2016,Norway,Colombia,Asylum-seekers,8
2016,Panama,Colombia,Refugees (incl. refugee-like situations),15614
2016,Panama,Colombia,Asylum-seekers,1688
2016,Paraguay,Colombia,Refugees (incl. refugee-like situations),35
2016,Peru,Colombia,Refugees (incl. refugee-like situations),591
2016,Peru,Colombia,Asylum-seekers,220
2016,Portugal,Colombia,Refugees (incl. refugee-like situations),90
2016,Portugal,Colombia,Asylum-seekers,8
2016,Romania,Colombia,Refugees (incl. refugee-like situations),1
2016,South Africa,Colombia,Refugees (incl. refugee-like situations),1
2016,South Africa,Colombia,Asylum-seekers,3
2016,Spain,Colombia,Refugees (incl. refugee-like situations),197
2016,Spain,Colombia,Asylum-seekers,755
2016,Sweden,Colombia,Refugees (incl. refugee-like situations),31
2016,Sweden,Colombia,Asylum-seekers,90
2016,Switzerland,Colombia,Refugees (incl. refugee-like situations),266
2016,Switzerland,Colombia,Asylum-seekers,26
2016,Trinidad and Tobago,Colombia,Refugees (incl. refugee-like situations),13
2016,Trinidad and Tobago,Colombia,Asylum-seekers,3
2016,Turks and Caicos Islands,Colombia,Refugees (incl. refugee-like situations),1
2016,United Kingdom,Colombia,Refugees (incl. refugee-like situations),54
2016,United Kingdom,Colombia,Asylum-seekers,31
2016,United States of America,Colombia,Refugees (incl. refugee-like situations),5803
2016,United States of America,Colombia,Asylum-seekers,4002
2016,Uruguay,Colombia,Refugees (incl. refugee-like situations),135
2016,Uruguay,Colombia,Asylum-seekers,16
2016,Uruguay,Colombia,Returned refugees,4
2016,Venezuela (Bolivarian Republic of),Colombia,Refugees (incl. refugee-like situations),171920
2016,Venezuela (Bolivarian Republic of),Colombia,Asylum-seekers,882
2016,Venezuela (Bolivarian Republic of),Colombia,Returned refugees,154
2017,Argentina,Colombia,Refugees (incl. refugee-like situations),544
2017,Argentina,Colombia,Asylum-seekers,188
2017,Aruba,Colombia,Asylum-seekers,*
2017,Australia,Colombia,Refugees (incl. refugee-like situations),116
2017,Australia,Colombia,Asylum-seekers,102
2017,Austria,Colombia,Refugees (incl. refugee-like situations),*
2017,Austria,Colombia,Asylum-seekers,15
2017,Belgium,Colombia,Refugees (incl. refugee-like situations),33
2017,Belgium,Colombia,Asylum-seekers,80
2017,Belize,Colombia,Asylum-seekers,*
2017,Bolivia (Plurinational State of),Colombia,Refugees (incl. refugee-like situations),195
2017,Bolivia (Plurinational State of),Colombia,Asylum-seekers,*
2017,Brazil,Colombia,Refugees (incl. refugee-like situations),1291
2017,Brazil,Colombia,Asylum-seekers,1417
2017,Canada,Colombia,Refugees (incl. refugee-like situations),8049
2017,Canada,Colombia,Asylum-seekers,1567
2017,Chile,Colombia,Refugees (incl. refugee-like situations),1117
2017,Chile,Colombia,Asylum-seekers,4765
2017,China,Colombia,Asylum-seekers,*
2017,Colombia,Colombia,Returned refugees,194
2017,Colombia,Colombia,Internally displaced persons,7677609
2017,Costa Rica,Colombia,Refugees (incl. refugee-like situations),2340
2017,Costa Rica,Colombia,Asylum-seekers,657
2017,Cura?,Colombia,Refugees (incl. refugee-like situations),45
2017,Cura?,Colombia,Asylum-seekers,68
2017,Czech Rep.,Colombia,Asylum-seekers,*
2017,Denmark,Colombia,Refugees (incl. refugee-like situations),*
2017,Denmark,Colombia,Asylum-seekers,11
2017,Dominican Rep.,Colombia,Refugees (incl. refugee-like situations),*
2017,Dominican Rep.,Colombia,Asylum-seekers,14
2017,Ecuador,Colombia,Refugees (incl. refugee-like situations),46616
2017,Ecuador,Colombia,Asylum-seekers,10310
2017,El Salvador,Colombia,Refugees (incl. refugee-like situations),4
2017,Finland,Colombia,Refugees (incl. refugee-like situations),*
2017,Finland,Colombia,Asylum-seekers,*
2017,France,Colombia,Refugees (incl. refugee-like situations),488
2017,France,Colombia,Asylum-seekers,128
2017,Germany,Colombia,Refugees (incl. refugee-like situations),67
2017,Germany,Colombia,Asylum-seekers,103
2017,Guatemala,Colombia,Refugees (incl. refugee-like situations),8
