Year,Country / territory of asylum/residence,Origin,Population type,Value
2011,Venezuela (Bolivarian Republic of),Palestinian,Refugees (incl. refugee-like situations),1
2011,Venezuela (Bolivarian Republic of),Palestinian,Asylum-seekers,5
2011,Venezuela (Bolivarian Republic of),Peru,Refugees (incl. refugee-like situations),7
2011,Venezuela (Bolivarian Republic of),Peru,Asylum-seekers,14
2011,Venezuela (Bolivarian Republic of),Poland,Refugees (incl. refugee-like situations),3
2011,Venezuela (Bolivarian Republic of),Russian Federation,Asylum-seekers,2
2011,Venezuela (Bolivarian Republic of),Rwanda,Refugees (incl. refugee-like situations),3
2011,Venezuela (Bolivarian Republic of),Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),5
2011,Venezuela (Bolivarian Republic of),Sierra Leone,Refugees (incl. refugee-like situations),2
2011,Venezuela (Bolivarian Republic of),Sierra Leone,Asylum-seekers,3
2011,Venezuela (Bolivarian Republic of),Somalia,Asylum-seekers,9
2011,Venezuela (Bolivarian Republic of),Stateless,Refugees (incl. refugee-like situations),1
2011,Venezuela (Bolivarian Republic of),Stateless,Asylum-seekers,5
2011,Venezuela (Bolivarian Republic of),Sudan,Asylum-seekers,2
2011,Venezuela (Bolivarian Republic of),Togo,Refugees (incl. refugee-like situations),1
2011,Venezuela (Bolivarian Republic of),Turkey,Refugees (incl. refugee-like situations),2
2011,Venezuela (Bolivarian Republic of),Turkey,Asylum-seekers,4
2011,Venezuela (Bolivarian Republic of),United States of America,Asylum-seekers,3
2012,Venezuela (Bolivarian Republic of),Afghanistan,Refugees (incl. refugee-like situations),4
2012,Venezuela (Bolivarian Republic of),Albania,Asylum-seekers,1
2012,Venezuela (Bolivarian Republic of),Argentina,Asylum-seekers,2
2012,Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),Asylum-seekers,5
2012,Venezuela (Bolivarian Republic of),Burundi,Refugees (incl. refugee-like situations),1
2012,Venezuela (Bolivarian Republic of),China,Refugees (incl. refugee-like situations),5
2012,Venezuela (Bolivarian Republic of),China,Asylum-seekers,4
2012,Venezuela (Bolivarian Republic of),Colombia,Refugees (incl. refugee-like situations),203563
2012,Venezuela (Bolivarian Republic of),Colombia,Asylum-seekers,750
2012,Venezuela (Bolivarian Republic of),Congo,Refugees (incl. refugee-like situations),2
2012,Venezuela (Bolivarian Republic of),Congo,Asylum-seekers,2
2012,Venezuela (Bolivarian Republic of),Cote d'Ivoire,Refugees (incl. refugee-like situations),1
2012,Venezuela (Bolivarian Republic of),Cote d'Ivoire,Asylum-seekers,4
2012,Venezuela (Bolivarian Republic of),Cuba,Asylum-seekers,14
2012,Venezuela (Bolivarian Republic of),Dominican Rep.,Asylum-seekers,1
2012,Venezuela (Bolivarian Republic of),Ecuador,Refugees (incl. refugee-like situations),4
2012,Venezuela (Bolivarian Republic of),Ecuador,Asylum-seekers,13
2012,Venezuela (Bolivarian Republic of),El Salvador,Asylum-seekers,1
2012,Venezuela (Bolivarian Republic of),Ethiopia,Refugees (incl. refugee-like situations),2
2012,Venezuela (Bolivarian Republic of),Ethiopia,Asylum-seekers,4
2012,Venezuela (Bolivarian Republic of),Gambia,Refugees (incl. refugee-like situations),2
2012,Venezuela (Bolivarian Republic of),Gambia,Asylum-seekers,4
2012,Venezuela (Bolivarian Republic of),Ghana,Refugees (incl. refugee-like situations),1
2012,Venezuela (Bolivarian Republic of),Ghana,Asylum-seekers,5
2012,Venezuela (Bolivarian Republic of),Guatemala,Refugees (incl. refugee-like situations),3
2012,Venezuela (Bolivarian Republic of),Guinea,Asylum-seekers,2
2012,Venezuela (Bolivarian Republic of),Haiti,Refugees (incl. refugee-like situations),15
2012,Venezuela (Bolivarian Republic of),Haiti,Asylum-seekers,8
2012,Venezuela (Bolivarian Republic of),Honduras,Asylum-seekers,1
2012,Venezuela (Bolivarian Republic of),Hungary,Refugees (incl. refugee-like situations),1
2012,Venezuela (Bolivarian Republic of),Iran (Islamic Rep. of),Asylum-seekers,12
2012,Venezuela (Bolivarian Republic of),Iraq,Refugees (incl. refugee-like situations),2
2012,Venezuela (Bolivarian Republic of),Iraq,Asylum-seekers,8
2012,Venezuela (Bolivarian Republic of),Kenya,Asylum-seekers,1
2012,Venezuela (Bolivarian Republic of),Lebanon,Asylum-seekers,1
2012,Venezuela (Bolivarian Republic of),Liberia,Refugees (incl. refugee-like situations),4
2012,Venezuela (Bolivarian Republic of),Liberia,Asylum-seekers,4
2012,Venezuela (Bolivarian Republic of),Mauritania,Asylum-seekers,1
2012,Venezuela (Bolivarian Republic of),Mexico,Asylum-seekers,1
2012,Venezuela (Bolivarian Republic of),Nicaragua,Refugees (incl. refugee-like situations),4
2012,Venezuela (Bolivarian Republic of),Nicaragua,Asylum-seekers,2
2012,Venezuela (Bolivarian Republic of),Nigeria,Refugees (incl. refugee-like situations),4
2012,Venezuela (Bolivarian Republic of),Nigeria,Asylum-seekers,15
2012,Venezuela (Bolivarian Republic of),Pakistan,Refugees (incl. refugee-like situations),1
2012,Venezuela (Bolivarian Republic of),Pakistan,Asylum-seekers,1
2012,Venezuela (Bolivarian Republic of),Palestinian,Refugees (incl. refugee-like situations),1
2012,Venezuela (Bolivarian Republic of),Palestinian,Asylum-seekers,5
2012,Venezuela (Bolivarian Republic of),Peru,Refugees (incl. refugee-like situations),7
2012,Venezuela (Bolivarian Republic of),Peru,Asylum-seekers,15
2012,Venezuela (Bolivarian Republic of),Poland,Refugees (incl. refugee-like situations),3
2012,Venezuela (Bolivarian Republic of),Russian Federation,Asylum-seekers,2
2012,Venezuela (Bolivarian Republic of),Rwanda,Refugees (incl. refugee-like situations),3
2012,Venezuela (Bolivarian Republic of),Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),5
2012,Venezuela (Bolivarian Republic of),Sierra Leone,Refugees (incl. refugee-like situations),2
2012,Venezuela (Bolivarian Republic of),Sierra Leone,Asylum-seekers,3
2012,Venezuela (Bolivarian Republic of),Somalia,Asylum-seekers,9
2012,Venezuela (Bolivarian Republic of),Stateless,Refugees (incl. refugee-like situations),1
2012,Venezuela (Bolivarian Republic of),Stateless,Asylum-seekers,5
2012,Venezuela (Bolivarian Republic of),Sudan,Asylum-seekers,2
2012,Venezuela (Bolivarian Republic of),Togo,Refugees (incl. refugee-like situations),1
2012,Venezuela (Bolivarian Republic of),Turkey,Refugees (incl. refugee-like situations),2
2012,Venezuela (Bolivarian Republic of),Turkey,Asylum-seekers,6
2012,Venezuela (Bolivarian Republic of),United States of America,Asylum-seekers,2
2013,Venezuela (Bolivarian Republic of),Afghanistan,Refugees (incl. refugee-like situations),4
2013,Venezuela (Bolivarian Republic of),Albania,Asylum-seekers,1
2013,Venezuela (Bolivarian Republic of),Argentina,Asylum-seekers,2
2013,Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),Asylum-seekers,5
2013,Venezuela (Bolivarian Republic of),Burundi,Refugees (incl. refugee-like situations),1
2013,Venezuela (Bolivarian Republic of),China,Refugees (incl. refugee-like situations),5
2013,Venezuela (Bolivarian Republic of),China,Asylum-seekers,4
2013,Venezuela (Bolivarian Republic of),Colombia,Refugees (incl. refugee-like situations),204259
2013,Venezuela (Bolivarian Republic of),Colombia,Asylum-seekers,909
2013,Venezuela (Bolivarian Republic of),Congo,Refugees (incl. refugee-like situations),2
2013,Venezuela (Bolivarian Republic of),Congo,Asylum-seekers,2
2013,Venezuela (Bolivarian Republic of),Cote d'Ivoire,Refugees (incl. refugee-like situations),1
2013,Venezuela (Bolivarian Republic of),Cote d'Ivoire,Asylum-seekers,4
2013,Venezuela (Bolivarian Republic of),Cuba,Asylum-seekers,14
2013,Venezuela (Bolivarian Republic of),Dominican Rep.,Asylum-seekers,1
2013,Venezuela (Bolivarian Republic of),Ecuador,Refugees (incl. refugee-like situations),4
2013,Venezuela (Bolivarian Republic of),Ecuador,Asylum-seekers,13
2013,Venezuela (Bolivarian Republic of),El Salvador,Asylum-seekers,1
2013,Venezuela (Bolivarian Republic of),Ethiopia,Refugees (incl. refugee-like situations),2
2013,Venezuela (Bolivarian Republic of),Ethiopia,Asylum-seekers,4
2013,Venezuela (Bolivarian Republic of),Gambia,Refugees (incl. refugee-like situations),2
2013,Venezuela (Bolivarian Republic of),Gambia,Asylum-seekers,4
2013,Venezuela (Bolivarian Republic of),Ghana,Refugees (incl. refugee-like situations),1
2013,Venezuela (Bolivarian Republic of),Ghana,Asylum-seekers,5
2013,Venezuela (Bolivarian Republic of),Guatemala,Refugees (incl. refugee-like situations),3
2013,Venezuela (Bolivarian Republic of),Guinea,Asylum-seekers,2
2013,Venezuela (Bolivarian Republic of),Haiti,Refugees (incl. refugee-like situations),15
2013,Venezuela (Bolivarian Republic of),Haiti,Asylum-seekers,8
2013,Venezuela (Bolivarian Republic of),Honduras,Asylum-seekers,1
2013,Venezuela (Bolivarian Republic of),Hungary,Refugees (incl. refugee-like situations),1
2013,Venezuela (Bolivarian Republic of),Iran (Islamic Rep. of),Asylum-seekers,12
2013,Venezuela (Bolivarian Republic of),Iraq,Refugees (incl. refugee-like situations),2
2013,Venezuela (Bolivarian Republic of),Iraq,Asylum-seekers,8
2013,Venezuela (Bolivarian Republic of),Kenya,Asylum-seekers,1
2013,Venezuela (Bolivarian Republic of),Lebanon,Asylum-seekers,2
2013,Venezuela (Bolivarian Republic of),Liberia,Refugees (incl. refugee-like situations),4
2013,Venezuela (Bolivarian Republic of),Liberia,Asylum-seekers,4
2013,Venezuela (Bolivarian Republic of),Mauritania,Asylum-seekers,1
2013,Venezuela (Bolivarian Republic of),Mexico,Asylum-seekers,1
2013,Venezuela (Bolivarian Republic of),Nicaragua,Refugees (incl. refugee-like situations),4
2013,Venezuela (Bolivarian Republic of),Nicaragua,Asylum-seekers,2
2013,Venezuela (Bolivarian Republic of),Nigeria,Refugees (incl. refugee-like situations),4
2013,Venezuela (Bolivarian Republic of),Nigeria,Asylum-seekers,15
2013,Venezuela (Bolivarian Republic of),Pakistan,Refugees (incl. refugee-like situations),1
2013,Venezuela (Bolivarian Republic of),Pakistan,Asylum-seekers,1
2013,Venezuela (Bolivarian Republic of),Palestinian,Refugees (incl. refugee-like situations),1
2013,Venezuela (Bolivarian Republic of),Palestinian,Asylum-seekers,5
2013,Venezuela (Bolivarian Republic of),Peru,Refugees (incl. refugee-like situations),7
2013,Venezuela (Bolivarian Republic of),Peru,Asylum-seekers,14
2013,Venezuela (Bolivarian Republic of),Poland,Refugees (incl. refugee-like situations),3
2013,Venezuela (Bolivarian Republic of),Russian Federation,Asylum-seekers,2
2013,Venezuela (Bolivarian Republic of),Rwanda,Refugees (incl. refugee-like situations),3
2013,Venezuela (Bolivarian Republic of),Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),5
2013,Venezuela (Bolivarian Republic of),Sierra Leone,Refugees (incl. refugee-like situations),2
2013,Venezuela (Bolivarian Republic of),Sierra Leone,Asylum-seekers,3
2013,Venezuela (Bolivarian Republic of),Somalia,Asylum-seekers,9
2013,Venezuela (Bolivarian Republic of),Stateless,Refugees (incl. refugee-like situations),1
2013,Venezuela (Bolivarian Republic of),Stateless,Asylum-seekers,5
2013,Venezuela (Bolivarian Republic of),Sudan,Asylum-seekers,2
2013,Venezuela (Bolivarian Republic of),Togo,Refugees (incl. refugee-like situations),1
2013,Venezuela (Bolivarian Republic of),Turkey,Refugees (incl. refugee-like situations),2
2013,Venezuela (Bolivarian Republic of),Turkey,Asylum-seekers,4
2013,Venezuela (Bolivarian Republic of),United States of America,Asylum-seekers,2
2014,Venezuela (Bolivarian Republic of),Afghanistan,Refugees (incl. refugee-like situations),4
2014,Venezuela (Bolivarian Republic of),Albania,Asylum-seekers,1
2014,Venezuela (Bolivarian Republic of),Argentina,Asylum-seekers,2
2014,Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),Asylum-seekers,5
2014,Venezuela (Bolivarian Republic of),Burundi,Refugees (incl. refugee-like situations),1
2014,Venezuela (Bolivarian Republic of),Chile,Refugees (incl. refugee-like situations),5
2014,Venezuela (Bolivarian Republic of),Chile,Asylum-seekers,4
2014,Venezuela (Bolivarian Republic of),Colombia,Refugees (incl. refugee-like situations),173519
2014,Venezuela (Bolivarian Republic of),Colombia,Asylum-seekers,251
2014,Venezuela (Bolivarian Republic of),Congo,Refugees (incl. refugee-like situations),2
2014,Venezuela (Bolivarian Republic of),Congo,Asylum-seekers,2
2014,Venezuela (Bolivarian Republic of),Cote d'Ivoire,Refugees (incl. refugee-like situations),1
2014,Venezuela (Bolivarian Republic of),Cote d'Ivoire,Asylum-seekers,4
2014,Venezuela (Bolivarian Republic of),Cuba,Asylum-seekers,14
2014,Venezuela (Bolivarian Republic of),Dominican Rep.,Asylum-seekers,1
2014,Venezuela (Bolivarian Republic of),Ecuador,Refugees (incl. refugee-like situations),4
2014,Venezuela (Bolivarian Republic of),Ecuador,Asylum-seekers,13
2014,Venezuela (Bolivarian Republic of),El Salvador,Asylum-seekers,1
2014,Venezuela (Bolivarian Republic of),Ethiopia,Refugees (incl. refugee-like situations),2
2014,Venezuela (Bolivarian Republic of),Ethiopia,Asylum-seekers,4
2014,Venezuela (Bolivarian Republic of),Gambia,Refugees (incl. refugee-like situations),2
2014,Venezuela (Bolivarian Republic of),Gambia,Asylum-seekers,4
2014,Venezuela (Bolivarian Republic of),Ghana,Refugees (incl. refugee-like situations),1
2014,Venezuela (Bolivarian Republic of),Ghana,Asylum-seekers,5
2014,Venezuela (Bolivarian Republic of),Guatemala,Refugees (incl. refugee-like situations),3
2014,Venezuela (Bolivarian Republic of),Guinea,Asylum-seekers,2
2014,Venezuela (Bolivarian Republic of),Haiti,Refugees (incl. refugee-like situations),15
2014,Venezuela (Bolivarian Republic of),Haiti,Asylum-seekers,8
2014,Venezuela (Bolivarian Republic of),Honduras,Asylum-seekers,1
2014,Venezuela (Bolivarian Republic of),Hungary,Refugees (incl. refugee-like situations),1
2014,Venezuela (Bolivarian Republic of),Iran (Islamic Rep. of),Asylum-seekers,17
2014,Venezuela (Bolivarian Republic of),Iraq,Refugees (incl. refugee-like situations),2
2014,Venezuela (Bolivarian Republic of),Iraq,Asylum-seekers,8
2014,Venezuela (Bolivarian Republic of),Kenya,Asylum-seekers,1
2014,Venezuela (Bolivarian Republic of),Lebanon,Asylum-seekers,2
2014,Venezuela (Bolivarian Republic of),Liberia,Refugees (incl. refugee-like situations),4
2014,Venezuela (Bolivarian Republic of),Liberia,Asylum-seekers,4
2014,Venezuela (Bolivarian Republic of),Mauritania,Asylum-seekers,1
2014,Venezuela (Bolivarian Republic of),Mexico,Asylum-seekers,1
2014,Venezuela (Bolivarian Republic of),Nicaragua,Refugees (incl. refugee-like situations),4
2014,Venezuela (Bolivarian Republic of),Nicaragua,Asylum-seekers,2
2014,Venezuela (Bolivarian Republic of),Nigeria,Refugees (incl. refugee-like situations),4
2014,Venezuela (Bolivarian Republic of),Nigeria,Asylum-seekers,15
2014,Venezuela (Bolivarian Republic of),Pakistan,Refugees (incl. refugee-like situations),1
2014,Venezuela (Bolivarian Republic of),Pakistan,Asylum-seekers,1
2014,Venezuela (Bolivarian Republic of),Palestinian,Refugees (incl. refugee-like situations),1
2014,Venezuela (Bolivarian Republic of),Palestinian,Asylum-seekers,5
2014,Venezuela (Bolivarian Republic of),Peru,Refugees (incl. refugee-like situations),7
2014,Venezuela (Bolivarian Republic of),Peru,Asylum-seekers,14
2014,Venezuela (Bolivarian Republic of),Poland,Refugees (incl. refugee-like situations),3
2014,Venezuela (Bolivarian Republic of),Russian Federation,Asylum-seekers,2
2014,Venezuela (Bolivarian Republic of),Rwanda,Refugees (incl. refugee-like situations),3
2014,Venezuela (Bolivarian Republic of),Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),5
2014,Venezuela (Bolivarian Republic of),Sierra Leone,Refugees (incl. refugee-like situations),2
2014,Venezuela (Bolivarian Republic of),Sierra Leone,Asylum-seekers,3
2014,Venezuela (Bolivarian Republic of),Somalia,Asylum-seekers,15
2014,Venezuela (Bolivarian Republic of),Stateless,Refugees (incl. refugee-like situations),1
2014,Venezuela (Bolivarian Republic of),Stateless,Asylum-seekers,5
2014,Venezuela (Bolivarian Republic of),Sudan,Asylum-seekers,2
2014,Venezuela (Bolivarian Republic of),Syrian Arab Rep.,Asylum-seekers,1
2014,Venezuela (Bolivarian Republic of),Togo,Refugees (incl. refugee-like situations),1
2014,Venezuela (Bolivarian Republic of),Turkey,Refugees (incl. refugee-like situations),2
2014,Venezuela (Bolivarian Republic of),Turkey,Asylum-seekers,4
2014,Venezuela (Bolivarian Republic of),United States of America,Asylum-seekers,2
2015,Venezuela (Bolivarian Republic of),Afghanistan,Refugees (incl. refugee-like situations),4
2015,Venezuela (Bolivarian Republic of),Albania,Asylum-seekers,1
2015,Venezuela (Bolivarian Republic of),Argentina,Asylum-seekers,2
2015,Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),Asylum-seekers,5
2015,Venezuela (Bolivarian Republic of),Burundi,Refugees (incl. refugee-like situations),1
2015,Venezuela (Bolivarian Republic of),Chile,Refugees (incl. refugee-like situations),5
2015,Venezuela (Bolivarian Republic of),Chile,Asylum-seekers,4
2015,Venezuela (Bolivarian Republic of),Colombia,Refugees (incl. refugee-like situations),173673
2015,Venezuela (Bolivarian Republic of),Colombia,Asylum-seekers,57
2015,Venezuela (Bolivarian Republic of),Colombia,Returned refugees,1765
2015,Venezuela (Bolivarian Republic of),Congo,Refugees (incl. refugee-like situations),2
2015,Venezuela (Bolivarian Republic of),Congo,Asylum-seekers,2
2015,Venezuela (Bolivarian Republic of),Cote d'Ivoire,Refugees (incl. refugee-like situations),1
2015,Venezuela (Bolivarian Republic of),Cote d'Ivoire,Asylum-seekers,4
2015,Venezuela (Bolivarian Republic of),Cuba,Asylum-seekers,14
2015,Venezuela (Bolivarian Republic of),Dominican Rep.,Asylum-seekers,1
2015,Venezuela (Bolivarian Republic of),Ecuador,Refugees (incl. refugee-like situations),4
2015,Venezuela (Bolivarian Republic of),Ecuador,Asylum-seekers,13
2015,Venezuela (Bolivarian Republic of),El Salvador,Asylum-seekers,1
2015,Venezuela (Bolivarian Republic of),Ethiopia,Refugees (incl. refugee-like situations),2
2015,Venezuela (Bolivarian Republic of),Ethiopia,Asylum-seekers,4
2015,Venezuela (Bolivarian Republic of),Gambia,Refugees (incl. refugee-like situations),2
2015,Venezuela (Bolivarian Republic of),Gambia,Asylum-seekers,4
2015,Venezuela (Bolivarian Republic of),Ghana,Refugees (incl. refugee-like situations),1
2015,Venezuela (Bolivarian Republic of),Ghana,Asylum-seekers,5
2015,Venezuela (Bolivarian Republic of),Guatemala,Refugees (incl. refugee-like situations),3
2015,Venezuela (Bolivarian Republic of),Guinea,Asylum-seekers,2
2015,Venezuela (Bolivarian Republic of),Haiti,Refugees (incl. refugee-like situations),15
2015,Venezuela (Bolivarian Republic of),Haiti,Asylum-seekers,8
2015,Venezuela (Bolivarian Republic of),Honduras,Asylum-seekers,1
2015,Venezuela (Bolivarian Republic of),Hungary,Refugees (incl. refugee-like situations),1
2015,Venezuela (Bolivarian Republic of),Iran (Islamic Rep. of),Asylum-seekers,18
2015,Venezuela (Bolivarian Republic of),Iraq,Refugees (incl. refugee-like situations),2
2015,Venezuela (Bolivarian Republic of),Iraq,Asylum-seekers,8
2015,Venezuela (Bolivarian Republic of),Kenya,Asylum-seekers,1
2015,Venezuela (Bolivarian Republic of),Lebanon,Asylum-seekers,2
2015,Venezuela (Bolivarian Republic of),Liberia,Refugees (incl. refugee-like situations),4
2015,Venezuela (Bolivarian Republic of),Liberia,Asylum-seekers,4
2015,Venezuela (Bolivarian Republic of),Mauritania,Asylum-seekers,1
2015,Venezuela (Bolivarian Republic of),Mexico,Asylum-seekers,1
2015,Venezuela (Bolivarian Republic of),Nicaragua,Refugees (incl. refugee-like situations),4
2015,Venezuela (Bolivarian Republic of),Nicaragua,Asylum-seekers,2
2015,Venezuela (Bolivarian Republic of),Nigeria,Refugees (incl. refugee-like situations),4
2015,Venezuela (Bolivarian Republic of),Nigeria,Asylum-seekers,15
2015,Venezuela (Bolivarian Republic of),Pakistan,Refugees (incl. refugee-like situations),1
2015,Venezuela (Bolivarian Republic of),Pakistan,Asylum-seekers,1
2015,Venezuela (Bolivarian Republic of),Palestinian,Refugees (incl. refugee-like situations),1
2015,Venezuela (Bolivarian Republic of),Palestinian,Asylum-seekers,5
2015,Venezuela (Bolivarian Republic of),Peru,Refugees (incl. refugee-like situations),7
2015,Venezuela (Bolivarian Republic of),Peru,Asylum-seekers,14
2015,Venezuela (Bolivarian Republic of),Poland,Refugees (incl. refugee-like situations),3
2015,Venezuela (Bolivarian Republic of),Russian Federation,Asylum-seekers,2
2015,Venezuela (Bolivarian Republic of),Rwanda,Refugees (incl. refugee-like situations),3
2015,Venezuela (Bolivarian Republic of),Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),5
2015,Venezuela (Bolivarian Republic of),Sierra Leone,Refugees (incl. refugee-like situations),2
2015,Venezuela (Bolivarian Republic of),Sierra Leone,Asylum-seekers,3
2015,Venezuela (Bolivarian Republic of),Somalia,Asylum-seekers,15
2015,Venezuela (Bolivarian Republic of),Stateless,Refugees (incl. refugee-like situations),1
2015,Venezuela (Bolivarian Republic of),Stateless,Asylum-seekers,5
2015,Venezuela (Bolivarian Republic of),Sudan,Asylum-seekers,2
2015,Venezuela (Bolivarian Republic of),Syrian Arab Rep.,Asylum-seekers,2
2015,Venezuela (Bolivarian Republic of),Togo,Refugees (incl. refugee-like situations),1
2015,Venezuela (Bolivarian Republic of),Turkey,Refugees (incl. refugee-like situations),2
2015,Venezuela (Bolivarian Republic of),Turkey,Asylum-seekers,4
2015,Venezuela (Bolivarian Republic of),United States of America,Asylum-seekers,2
2016,Venezuela (Bolivarian Republic of),Afghanistan,Refugees (incl. refugee-like situations),10
2016,Venezuela (Bolivarian Republic of),Algeria,Refugees (incl. refugee-like situations),1
2016,Venezuela (Bolivarian Republic of),Burundi,Refugees (incl. refugee-like situations),1
2016,Venezuela (Bolivarian Republic of),Chile,Refugees (incl. refugee-like situations),10
2016,Venezuela (Bolivarian Republic of),Colombia,Refugees (incl. refugee-like situations),171920
2016,Venezuela (Bolivarian Republic of),Colombia,Asylum-seekers,882
2016,Venezuela (Bolivarian Republic of),Colombia,Returned refugees,154
2016,Venezuela (Bolivarian Republic of),Congo,Refugees (incl. refugee-like situations),4
2016,Venezuela (Bolivarian Republic of),Cote d'Ivoire,Refugees (incl. refugee-like situations),1
2016,Venezuela (Bolivarian Republic of),Ecuador,Refugees (incl. refugee-like situations),1
2016,Venezuela (Bolivarian Republic of),Ethiopia,Refugees (incl. refugee-like situations),2
2016,Venezuela (Bolivarian Republic of),Gambia,Refugees (incl. refugee-like situations),2
2016,Venezuela (Bolivarian Republic of),Germany,Asylum-seekers,2
2016,Venezuela (Bolivarian Republic of),Ghana,Refugees (incl. refugee-like situations),2
2016,Venezuela (Bolivarian Republic of),Haiti,Refugees (incl. refugee-like situations),7
2016,Venezuela (Bolivarian Republic of),Honduras,Refugees (incl. refugee-like situations),1
2016,Venezuela (Bolivarian Republic of),Iraq,Refugees (incl. refugee-like situations),18
2016,Venezuela (Bolivarian Republic of),Lebanon,Refugees (incl. refugee-like situations),12
2016,Venezuela (Bolivarian Republic of),Liberia,Refugees (incl. refugee-like situations),9
2016,Venezuela (Bolivarian Republic of),Libya,Refugees (incl. refugee-like situations),3
2016,Venezuela (Bolivarian Republic of),Nigeria,Refugees (incl. refugee-like situations),7
2016,Venezuela (Bolivarian Republic of),Pakistan,Refugees (incl. refugee-like situations),1
2016,Venezuela (Bolivarian Republic of),Palestinian,Refugees (incl. refugee-like situations),7
2016,Venezuela (Bolivarian Republic of),Peru,Refugees (incl. refugee-like situations),4
2016,Venezuela (Bolivarian Republic of),Peru,Asylum-seekers,2
2016,Venezuela (Bolivarian Republic of),Rwanda,Refugees (incl. refugee-like situations),3
2016,Venezuela (Bolivarian Republic of),Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),1
2016,Venezuela (Bolivarian Republic of),Sierra Leone,Refugees (incl. refugee-like situations),3
2016,Venezuela (Bolivarian Republic of),Spain,Refugees (incl. refugee-like situations),1
2016,Venezuela (Bolivarian Republic of),Stateless,Refugees (incl. refugee-like situations),1
2016,Venezuela (Bolivarian Republic of),Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2016,Venezuela (Bolivarian Republic of),Syrian Arab Rep.,Asylum-seekers,18
2016,Venezuela (Bolivarian Republic of),Turkey,Refugees (incl. refugee-like situations),6
2016,Venezuela (Bolivarian Republic of),United States of America,Refugees (incl. refugee-like situations),1
2016,Venezuela (Bolivarian Republic of),Western Sahara,Refugees (incl. refugee-like situations),11
2017,Venezuela (Bolivarian Republic of),Afghanistan,Refugees (incl. refugee-like situations),10
2017,Venezuela (Bolivarian Republic of),Algeria,Refugees (incl. refugee-like situations),*
2017,Venezuela (Bolivarian Republic of),Burundi,Refugees (incl. refugee-like situations),*
2017,Venezuela (Bolivarian Republic of),Chile,Refugees (incl. refugee-like situations),10
2017,Venezuela (Bolivarian Republic of),Colombia,Refugees (incl. refugee-like situations),122677
2017,Venezuela (Bolivarian Republic of),Colombia,Asylum-seekers,904
2017,Venezuela (Bolivarian Republic of),Congo,Refugees (incl. refugee-like situations),4
2017,Venezuela (Bolivarian Republic of),Cote d'Ivoire,Refugees (incl. refugee-like situations),*
2017,Venezuela (Bolivarian Republic of),Ecuador,Refugees (incl. refugee-like situations),*
2017,Venezuela (Bolivarian Republic of),Ethiopia,Refugees (incl. refugee-like situations),*
2017,Venezuela (Bolivarian Republic of),Gambia,Refugees (incl. refugee-like situations),*
2017,Venezuela (Bolivarian Republic of),Ghana,Refugees (incl. refugee-like situations),*
2017,Venezuela (Bolivarian Republic of),Haiti,Refugees (incl. refugee-like situations),7
2017,Venezuela (Bolivarian Republic of),Honduras,Refugees (incl. refugee-like situations),*
2017,Venezuela (Bolivarian Republic of),Iraq,Refugees (incl. refugee-like situations),18
2017,Venezuela (Bolivarian Republic of),Lebanon,Refugees (incl. refugee-like situations),12
2017,Venezuela (Bolivarian Republic of),Liberia,Refugees (incl. refugee-like situations),9
2017,Venezuela (Bolivarian Republic of),Libya,Refugees (incl. refugee-like situations),*
2017,Venezuela (Bolivarian Republic of),Nigeria,Refugees (incl. refugee-like situations),7
2017,Venezuela (Bolivarian Republic of),Pakistan,Refugees (incl. refugee-like situations),*
2017,Venezuela (Bolivarian Republic of),Palestinian,Refugees (incl. refugee-like situations),7
2017,Venezuela (Bolivarian Republic of),Peru,Refugees (incl. refugee-like situations),4
2017,Venezuela (Bolivarian Republic of),Rwanda,Refugees (incl. refugee-like situations),*
2017,Venezuela (Bolivarian Republic of),Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),*
2017,Venezuela (Bolivarian Republic of),Sierra Leone,Refugees (incl. refugee-like situations),*
2017,Venezuela (Bolivarian Republic of),Spain,Refugees (incl. refugee-like situations),*
2017,Venezuela (Bolivarian Republic of),Stateless,Refugees (incl. refugee-like situations),*
2017,Venezuela (Bolivarian Republic of),Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2017,Venezuela (Bolivarian Republic of),Turkey,Refugees (incl. refugee-like situations),6
2017,Venezuela (Bolivarian Republic of),United States of America,Refugees (incl. refugee-like situations),*
2017,Venezuela (Bolivarian Republic of),Western Sahara,Refugees (incl. refugee-like situations),11
2018,Venezuela (Bolivarian Republic of),Afghanistan,Refugees (incl. refugee-like situations),10
2018,Venezuela (Bolivarian Republic of),Burundi,Refugees (incl. refugee-like situations),*
