Year,Country / territory of asylum/residence,Origin,Population type,Value
2018,Austria,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),*
2018,Belgium,Venezuela (Bolivarian Republic of),Asylum-seekers,385
2018,Belgium,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),6
2018,Bulgaria,Venezuela (Bolivarian Republic of),Asylum-seekers,*
2018,Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),Asylum-seekers,*
2018,Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),*
2018,Brazil,Venezuela (Bolivarian Republic of),Asylum-seekers,81001
2018,Brazil,Venezuela (Bolivarian Republic of),Others of concern,39771
2018,Brazil,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),35
2018,Canada,Venezuela (Bolivarian Republic of),Asylum-seekers,1674
2018,Canada,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1876
2018,Switzerland,Venezuela (Bolivarian Republic of),Asylum-seekers,39
2018,Switzerland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),6
2018,Chile,Venezuela (Bolivarian Republic of),Asylum-seekers,3102
2018,Chile,Venezuela (Bolivarian Republic of),Others of concern,285122
2018,Chile,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),9
2018,Colombia,Venezuela (Bolivarian Republic of),Asylum-seekers,2729
2018,Colombia,Venezuela (Bolivarian Republic of),Others of concern,1171552
2018,Colombia,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),94
2018,Costa Rica,Venezuela (Bolivarian Republic of),Asylum-seekers,5365
2018,Costa Rica,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),344
2018,Curaçao,Venezuela (Bolivarian Republic of),Asylum-seekers,279
2018,Curaçao,Venezuela (Bolivarian Republic of),Others of concern,25686
2018,Curaçao,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),35
2018,Cyprus,Venezuela (Bolivarian Republic of),Asylum-seekers,*
2018,Czech Rep.,Venezuela (Bolivarian Republic of),Asylum-seekers,*
2018,Czech Rep.,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),*
2018,Germany,Venezuela (Bolivarian Republic of),Asylum-seekers,469
2018,Germany,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),183
2018,Denmark,Venezuela (Bolivarian Republic of),Asylum-seekers,21
2018,Dominican Rep.,Venezuela (Bolivarian Republic of),Asylum-seekers,72
2018,Dominican Rep.,Venezuela (Bolivarian Republic of),Others of concern,26428
2018,Ecuador,Venezuela (Bolivarian Republic of),Asylum-seekers,6292
2018,Ecuador,Venezuela (Bolivarian Republic of),Others of concern,256265
2018,Ecuador,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),15
2018,Spain,Venezuela (Bolivarian Republic of),Asylum-seekers,31620
2018,Spain,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),72
2018,Finland,Venezuela (Bolivarian Republic of),Asylum-seekers,8
2018,Finland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),*
2018,France,Venezuela (Bolivarian Republic of),Asylum-seekers,403
2018,France,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),304
2018,United Kingdom,Venezuela (Bolivarian Republic of),Asylum-seekers,21
2018,United Kingdom,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),41
2018,Greece,Venezuela (Bolivarian Republic of),Asylum-seekers,34
2018,Greece,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),6
2018,Guatemala,Venezuela (Bolivarian Republic of),Asylum-seekers,17
2018,Guatemala,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),17
2018,Guyana,Venezuela (Bolivarian Republic of),Others of concern,36400
2018,Honduras,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),6
2018,Ireland,Venezuela (Bolivarian Republic of),Asylum-seekers,61
2018,Ireland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),29
2018,Iceland,Venezuela (Bolivarian Republic of),Asylum-seekers,7
2018,Iceland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),7
2018,Israel,Venezuela (Bolivarian Republic of),Asylum-seekers,*
2018,Italy,Venezuela (Bolivarian Republic of),Asylum-seekers,1104
2018,Italy,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),563
2018,Rep. of Korea,Venezuela (Bolivarian Republic of),Asylum-seekers,8
2018,Luxembourg,Venezuela (Bolivarian Republic of),Asylum-seekers,10
2018,Morocco,Venezuela (Bolivarian Republic of),Asylum-seekers,*
2018,Mexico,Venezuela (Bolivarian Republic of),Asylum-seekers,5523
2018,Mexico,Venezuela (Bolivarian Republic of),Others of concern,42104
2018,Mexico,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),4721
2018,Malta,Venezuela (Bolivarian Republic of),Asylum-seekers,61
2018,Malta,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),5
2018,Nicaragua,Venezuela (Bolivarian Republic of),Others of concern,*
2018,Netherlands,Venezuela (Bolivarian Republic of),Asylum-seekers,128
2018,Norway,Venezuela (Bolivarian Republic of),Asylum-seekers,23
2018,Norway,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),7
2018,New Zealand,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),*
2018,Panama,Venezuela (Bolivarian Republic of),Asylum-seekers,5068
2018,Panama,Venezuela (Bolivarian Republic of),Others of concern,94400
2018,Panama,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),46
2018,Peru,Venezuela (Bolivarian Republic of),Asylum-seekers,227325
2018,Peru,Venezuela (Bolivarian Republic of),Others of concern,428214
2018,Peru,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),735
2018,Poland,Venezuela (Bolivarian Republic of),Asylum-seekers,*
2018,Poland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),*
2018,Paraguay,Venezuela (Bolivarian Republic of),Asylum-seekers,79
2018,Paraguay,Venezuela (Bolivarian Republic of),Others of concern,803
2018,Paraguay,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),34
2018,Romania,Venezuela (Bolivarian Republic of),Asylum-seekers,*
2018,Russian Federation,Venezuela (Bolivarian Republic of),Asylum-seekers,*
2018,Suriname,Venezuela (Bolivarian Republic of),Asylum-seekers,34
2018,Suriname,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),6
2018,Sweden,Venezuela (Bolivarian Republic of),Asylum-seekers,146
2018,Sweden,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),8
2018,Trinidad and Tobago,Venezuela (Bolivarian Republic of),Asylum-seekers,7660
2018,Trinidad and Tobago,Venezuela (Bolivarian Republic of),Others of concern,31843
2018,Trinidad and Tobago,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),497
2018,Uruguay,Venezuela (Bolivarian Republic of),Asylum-seekers,51
2018,Uruguay,Venezuela (Bolivarian Republic of),Others of concern,11605
2018,Uruguay,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),17
2018,United States of America,Venezuela (Bolivarian Republic of),Asylum-seekers,81800
2018,United States of America,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),11259
2018,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),Returned refugees,*
