Country / territory of asylum/residence,Origin,Year,Month,Value
Germany,Venezuela (Bolivarian Republic of),2013,December,4
Greece,Venezuela (Bolivarian Republic of),2013,December,1
Italy,Venezuela (Bolivarian Republic of),2013,May,2
Italy,Venezuela (Bolivarian Republic of),2013,September,2
Italy,Venezuela (Bolivarian Republic of),2013,October,1
Italy,Venezuela (Bolivarian Republic of),2013,November,4
Italy,Venezuela (Bolivarian Republic of),2013,December,4
Netherlands,Venezuela (Bolivarian Republic of),2013,March,1
Netherlands,Venezuela (Bolivarian Republic of),2013,May,1
Netherlands,Venezuela (Bolivarian Republic of),2013,July,2
Spain,Venezuela (Bolivarian Republic of),2013,January,4
Spain,Venezuela (Bolivarian Republic of),2013,February,4
Spain,Venezuela (Bolivarian Republic of),2013,March,2
Spain,Venezuela (Bolivarian Republic of),2013,April,1
Spain,Venezuela (Bolivarian Republic of),2013,May,1
Spain,Venezuela (Bolivarian Republic of),2013,June,7
Spain,Venezuela (Bolivarian Republic of),2013,July,3
Spain,Venezuela (Bolivarian Republic of),2013,September,2
Spain,Venezuela (Bolivarian Republic of),2013,October,1
Spain,Venezuela (Bolivarian Republic of),2013,November,1
Spain,Venezuela (Bolivarian Republic of),2013,December,9
Sweden,Venezuela (Bolivarian Republic of),2013,January,4
Sweden,Venezuela (Bolivarian Republic of),2013,February,1
Sweden,Venezuela (Bolivarian Republic of),2013,April,2
Sweden,Venezuela (Bolivarian Republic of),2013,July,1
Sweden,Venezuela (Bolivarian Republic of),2013,August,2
Sweden,Venezuela (Bolivarian Republic of),2013,September,1
Sweden,Venezuela (Bolivarian Republic of),2013,November,2
Switzerland,Venezuela (Bolivarian Republic of),2013,July,1
Switzerland,Venezuela (Bolivarian Republic of),2013,September,1
Switzerland,Venezuela (Bolivarian Republic of),2013,December,1
USA (INS/DHS),Venezuela (Bolivarian Republic of),2013,January,52
USA (INS/DHS),Venezuela (Bolivarian Republic of),2013,February,55
USA (INS/DHS),Venezuela (Bolivarian Republic of),2013,March,52
USA (INS/DHS),Venezuela (Bolivarian Republic of),2013,April,73
USA (INS/DHS),Venezuela (Bolivarian Republic of),2013,May,70
USA (INS/DHS),Venezuela (Bolivarian Republic of),2013,June,76
USA (INS/DHS),Venezuela (Bolivarian Republic of),2013,July,74
USA (INS/DHS),Venezuela (Bolivarian Republic of),2013,August,83
USA (INS/DHS),Venezuela (Bolivarian Republic of),2013,September,76
USA (INS/DHS),Venezuela (Bolivarian Republic of),2013,October,90
USA (INS/DHS),Venezuela (Bolivarian Republic of),2013,November,66
USA (INS/DHS),Venezuela (Bolivarian Republic of),2013,December,88
USA (EOIR),Venezuela (Bolivarian Republic of),2013,January,8
USA (EOIR),Venezuela (Bolivarian Republic of),2013,May,4
USA (EOIR),Venezuela (Bolivarian Republic of),2013,June,5
USA (EOIR),Venezuela (Bolivarian Republic of),2013,October,5
USA (EOIR),Venezuela (Bolivarian Republic of),2013,December,5
Greece,Venezuela (Bolivarian Republic of),2014,February,1
Greece,Venezuela (Bolivarian Republic of),2014,May,1
Ireland,Venezuela (Bolivarian Republic of),2014,March,10
Ireland,Venezuela (Bolivarian Republic of),2014,April,8
Ireland,Venezuela (Bolivarian Republic of),2014,June,7
Australia,Venezuela (Bolivarian Republic of),2014,February,2
Australia,Venezuela (Bolivarian Republic of),2014,March,3
Australia,Venezuela (Bolivarian Republic of),2014,August,1
Australia,Venezuela (Bolivarian Republic of),2014,December,4
Italy,Venezuela (Bolivarian Republic of),2014,January,1
Italy,Venezuela (Bolivarian Republic of),2014,February,2
Italy,Venezuela (Bolivarian Republic of),2014,March,3
Italy,Venezuela (Bolivarian Republic of),2014,April,3
Italy,Venezuela (Bolivarian Republic of),2014,May,3
Italy,Venezuela (Bolivarian Republic of),2014,July,3
Italy,Venezuela (Bolivarian Republic of),2014,August,2
Italy,Venezuela (Bolivarian Republic of),2014,September,2
Italy,Venezuela (Bolivarian Republic of),2014,October,4
Italy,Venezuela (Bolivarian Republic of),2014,November,1
Italy,Venezuela (Bolivarian Republic of),2014,December,1
Belgium,Venezuela (Bolivarian Republic of),2014,January,1
Belgium,Venezuela (Bolivarian Republic of),2014,February,1
Belgium,Venezuela (Bolivarian Republic of),2014,March,3
Belgium,Venezuela (Bolivarian Republic of),2014,April,2
Belgium,Venezuela (Bolivarian Republic of),2014,July,1
Belgium,Venezuela (Bolivarian Republic of),2014,August,3
Netherlands,Venezuela (Bolivarian Republic of),2014,April,2
Netherlands,Venezuela (Bolivarian Republic of),2014,June,1
Norway,Venezuela (Bolivarian Republic of),2014,February,1
Norway,Venezuela (Bolivarian Republic of),2014,June,1
Norway,Venezuela (Bolivarian Republic of),2014,July,1
Norway,Venezuela (Bolivarian Republic of),2014,September,1
Portugal,Venezuela (Bolivarian Republic of),2014,May,1
Portugal,Venezuela (Bolivarian Republic of),2014,August,1
Canada,Venezuela (Bolivarian Republic of),2014,January,8
Canada,Venezuela (Bolivarian Republic of),2014,February,10
Canada,Venezuela (Bolivarian Republic of),2014,March,17
Canada,Venezuela (Bolivarian Republic of),2014,April,13
Canada,Venezuela (Bolivarian Republic of),2014,May,21
Canada,Venezuela (Bolivarian Republic of),2014,June,12
Canada,Venezuela (Bolivarian Republic of),2014,July,11
Canada,Venezuela (Bolivarian Republic of),2014,August,5
Canada,Venezuela (Bolivarian Republic of),2014,September,18
Canada,Venezuela (Bolivarian Republic of),2014,October,19
Canada,Venezuela (Bolivarian Republic of),2014,November,19
Canada,Venezuela (Bolivarian Republic of),2014,December,8
Czech Rep.,Venezuela (Bolivarian Republic of),2014,August,1
Czech Rep.,Venezuela (Bolivarian Republic of),2014,December,1
Spain,Venezuela (Bolivarian Republic of),2014,February,2
Spain,Venezuela (Bolivarian Republic of),2014,March,23
Spain,Venezuela (Bolivarian Republic of),2014,April,12
Spain,Venezuela (Bolivarian Republic of),2014,May,11
Spain,Venezuela (Bolivarian Republic of),2014,June,9
Spain,Venezuela (Bolivarian Republic of),2014,July,7
Spain,Venezuela (Bolivarian Republic of),2014,August,8
Spain,Venezuela (Bolivarian Republic of),2014,September,9
Spain,Venezuela (Bolivarian Republic of),2014,October,22
Spain,Venezuela (Bolivarian Republic of),2014,November,14
Spain,Venezuela (Bolivarian Republic of),2014,December,7
Finland,Venezuela (Bolivarian Republic of),2014,April,2
Finland,Venezuela (Bolivarian Republic of),2014,November,1
Sweden,Venezuela (Bolivarian Republic of),2014,January,1
Sweden,Venezuela (Bolivarian Republic of),2014,February,1
Sweden,Venezuela (Bolivarian Republic of),2014,March,2
Sweden,Venezuela (Bolivarian Republic of),2014,April,6
Sweden,Venezuela (Bolivarian Republic of),2014,May,1
Sweden,Venezuela (Bolivarian Republic of),2014,June,7
Sweden,Venezuela (Bolivarian Republic of),2014,July,15
Sweden,Venezuela (Bolivarian Republic of),2014,August,1
Sweden,Venezuela (Bolivarian Republic of),2014,September,2
Sweden,Venezuela (Bolivarian Republic of),2014,October,2
Sweden,Venezuela (Bolivarian Republic of),2014,November,4
Sweden,Venezuela (Bolivarian Republic of),2014,December,1
France,Venezuela (Bolivarian Republic of),2014,January,3
France,Venezuela (Bolivarian Republic of),2014,April,1
France,Venezuela (Bolivarian Republic of),2014,May,1
France,Venezuela (Bolivarian Republic of),2014,June,3
France,Venezuela (Bolivarian Republic of),2014,July,6
France,Venezuela (Bolivarian Republic of),2014,August,3
France,Venezuela (Bolivarian Republic of),2014,September,2
France,Venezuela (Bolivarian Republic of),2014,October,4
France,Venezuela (Bolivarian Republic of),2014,November,4
France,Venezuela (Bolivarian Republic of),2014,December,3
Switzerland,Venezuela (Bolivarian Republic of),2014,August,1
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2014,February,5
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2014,March,12
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2014,April,5
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2014,May,7
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2014,June,1
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2014,July,1
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2014,August,5
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2014,September,2
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2014,October,2
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2014,December,2
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,January,87
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,February,92
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,March,185
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,April,232
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,May,218
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,June,237
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,July,264
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,August,281
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,September,335
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,October,363
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,November,337
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,December,395
USA (EOIR),Venezuela (Bolivarian Republic of),2014,January,10
USA (EOIR),Venezuela (Bolivarian Republic of),2014,February,10
USA (EOIR),Venezuela (Bolivarian Republic of),2014,March,6
USA (EOIR),Venezuela (Bolivarian Republic of),2014,April,7
USA (EOIR),Venezuela (Bolivarian Republic of),2014,May,6
USA (EOIR),Venezuela (Bolivarian Republic of),2014,June,8
USA (EOIR),Venezuela (Bolivarian Republic of),2014,July,5
USA (EOIR),Venezuela (Bolivarian Republic of),2014,August,8
USA (EOIR),Venezuela (Bolivarian Republic of),2014,September,6
USA (EOIR),Venezuela (Bolivarian Republic of),2014,October,16
USA (EOIR),Venezuela (Bolivarian Republic of),2014,November,5
USA (EOIR),Venezuela (Bolivarian Republic of),2014,December,4
Germany,Venezuela (Bolivarian Republic of),2014,March,1
Germany,Venezuela (Bolivarian Republic of),2014,April,1
Germany,Venezuela (Bolivarian Republic of),2014,June,1
Germany,Venezuela (Bolivarian Republic of),2014,August,3
Germany,Venezuela (Bolivarian Republic of),2014,September,1
Greece,Venezuela (Bolivarian Republic of),2014,February,1
Greece,Venezuela (Bolivarian Republic of),2014,May,1
Ireland,Venezuela (Bolivarian Republic of),2014,March,10
Ireland,Venezuela (Bolivarian Republic of),2014,April,8
Ireland,Venezuela (Bolivarian Republic of),2014,June,7
Italy,Venezuela (Bolivarian Republic of),2014,January,1
Italy,Venezuela (Bolivarian Republic of),2014,February,2
Italy,Venezuela (Bolivarian Republic of),2014,March,3
Italy,Venezuela (Bolivarian Republic of),2014,April,3
Italy,Venezuela (Bolivarian Republic of),2014,May,3
Italy,Venezuela (Bolivarian Republic of),2014,July,3
Italy,Venezuela (Bolivarian Republic of),2014,August,2
Italy,Venezuela (Bolivarian Republic of),2014,September,2
Italy,Venezuela (Bolivarian Republic of),2014,October,4
Italy,Venezuela (Bolivarian Republic of),2014,November,1
Italy,Venezuela (Bolivarian Republic of),2014,December,1
Netherlands,Venezuela (Bolivarian Republic of),2014,April,2
Netherlands,Venezuela (Bolivarian Republic of),2014,June,1
Norway,Venezuela (Bolivarian Republic of),2014,February,1
Norway,Venezuela (Bolivarian Republic of),2014,June,1
Norway,Venezuela (Bolivarian Republic of),2014,July,1
Norway,Venezuela (Bolivarian Republic of),2014,September,1
Portugal,Venezuela (Bolivarian Republic of),2014,May,1
Portugal,Venezuela (Bolivarian Republic of),2014,August,1
Spain,Venezuela (Bolivarian Republic of),2014,February,2
Spain,Venezuela (Bolivarian Republic of),2014,March,23
Spain,Venezuela (Bolivarian Republic of),2014,April,12
Spain,Venezuela (Bolivarian Republic of),2014,May,11
Spain,Venezuela (Bolivarian Republic of),2014,June,9
Spain,Venezuela (Bolivarian Republic of),2014,July,7
Spain,Venezuela (Bolivarian Republic of),2014,August,8
Spain,Venezuela (Bolivarian Republic of),2014,September,9
Spain,Venezuela (Bolivarian Republic of),2014,October,22
Spain,Venezuela (Bolivarian Republic of),2014,November,14
Spain,Venezuela (Bolivarian Republic of),2014,December,7
Sweden,Venezuela (Bolivarian Republic of),2014,January,1
Sweden,Venezuela (Bolivarian Republic of),2014,February,1
Sweden,Venezuela (Bolivarian Republic of),2014,March,2
Sweden,Venezuela (Bolivarian Republic of),2014,April,6
Sweden,Venezuela (Bolivarian Republic of),2014,May,1
Sweden,Venezuela (Bolivarian Republic of),2014,June,7
Sweden,Venezuela (Bolivarian Republic of),2014,July,15
Sweden,Venezuela (Bolivarian Republic of),2014,August,1
Sweden,Venezuela (Bolivarian Republic of),2014,September,2
Sweden,Venezuela (Bolivarian Republic of),2014,October,2
Sweden,Venezuela (Bolivarian Republic of),2014,November,4
Sweden,Venezuela (Bolivarian Republic of),2014,December,1
Switzerland,Venezuela (Bolivarian Republic of),2014,August,1
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,January,87
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,February,92
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,March,185
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,April,232
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,May,218
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,June,237
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,July,264
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,August,281
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,September,335
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,October,363
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,November,337
USA (INS/DHS),Venezuela (Bolivarian Republic of),2014,December,395
USA (EOIR),Venezuela (Bolivarian Republic of),2014,January,10
USA (EOIR),Venezuela (Bolivarian Republic of),2014,February,10
USA (EOIR),Venezuela (Bolivarian Republic of),2014,March,6
USA (EOIR),Venezuela (Bolivarian Republic of),2014,April,7
USA (EOIR),Venezuela (Bolivarian Republic of),2014,May,6
USA (EOIR),Venezuela (Bolivarian Republic of),2014,June,8
USA (EOIR),Venezuela (Bolivarian Republic of),2014,July,5
USA (EOIR),Venezuela (Bolivarian Republic of),2014,August,8
USA (EOIR),Venezuela (Bolivarian Republic of),2014,September,6
USA (EOIR),Venezuela (Bolivarian Republic of),2014,October,16
USA (EOIR),Venezuela (Bolivarian Republic of),2014,November,5
USA (EOIR),Venezuela (Bolivarian Republic of),2014,December,4
Greece,Venezuela (Bolivarian Republic of),2015,February,1
Hungary,Venezuela (Bolivarian Republic of),2015,May,1
Ireland,Venezuela (Bolivarian Republic of),2015,March,2
Ireland,Venezuela (Bolivarian Republic of),2015,April,2
Ireland,Venezuela (Bolivarian Republic of),2015,July,1
Ireland,Venezuela (Bolivarian Republic of),2015,October,2
Ireland,Venezuela (Bolivarian Republic of),2015,December,8
Australia,Venezuela (Bolivarian Republic of),2015,February,4
Australia,Venezuela (Bolivarian Republic of),2015,March,1
Australia,Venezuela (Bolivarian Republic of),2015,April,1
Australia,Venezuela (Bolivarian Republic of),2015,May,2
Australia,Venezuela (Bolivarian Republic of),2015,June,1
Australia,Venezuela (Bolivarian Republic of),2015,September,6
Australia,Venezuela (Bolivarian Republic of),2015,October,2
Australia,Venezuela (Bolivarian Republic of),2015,November,1
Italy,Venezuela (Bolivarian Republic of),2015,January,1
Italy,Venezuela (Bolivarian Republic of),2015,February,2
Italy,Venezuela (Bolivarian Republic of),2015,March,2
Italy,Venezuela (Bolivarian Republic of),2015,April,3
Italy,Venezuela (Bolivarian Republic of),2015,May,3
Italy,Venezuela (Bolivarian Republic of),2015,June,3
Italy,Venezuela (Bolivarian Republic of),2015,July,7
Italy,Venezuela (Bolivarian Republic of),2015,August,4
Italy,Venezuela (Bolivarian Republic of),2015,September,12
Italy,Venezuela (Bolivarian Republic of),2015,October,3
Italy,Venezuela (Bolivarian Republic of),2015,November,2
Italy,Venezuela (Bolivarian Republic of),2015,December,2
Rep. of Korea,Venezuela (Bolivarian Republic of),2015,July,1
Malta,Venezuela (Bolivarian Republic of),2015,February,1
Malta,Venezuela (Bolivarian Republic of),2015,May,5
Malta,Venezuela (Bolivarian Republic of),2015,July,1
Malta,Venezuela (Bolivarian Republic of),2015,October,1
Malta,Venezuela (Bolivarian Republic of),2015,December,2
Belgium,Venezuela (Bolivarian Republic of),2015,May,2
Belgium,Venezuela (Bolivarian Republic of),2015,June,1
Belgium,Venezuela (Bolivarian Republic of),2015,July,6
Belgium,Venezuela (Bolivarian Republic of),2015,August,5
Belgium,Venezuela (Bolivarian Republic of),2015,October,3
Belgium,Venezuela (Bolivarian Republic of),2015,November,1
Belgium,Venezuela (Bolivarian Republic of),2015,December,3
Netherlands,Venezuela (Bolivarian Republic of),2015,March,1
Netherlands,Venezuela (Bolivarian Republic of),2015,June,1
Netherlands,Venezuela (Bolivarian Republic of),2015,October,1
Portugal,Venezuela (Bolivarian Republic of),2015,May,1
Portugal,Venezuela (Bolivarian Republic of),2015,July,1
Canada,Venezuela (Bolivarian Republic of),2015,January,24
Canada,Venezuela (Bolivarian Republic of),2015,February,6
Canada,Venezuela (Bolivarian Republic of),2015,March,12
Canada,Venezuela (Bolivarian Republic of),2015,April,7
Canada,Venezuela (Bolivarian Republic of),2015,May,27
Canada,Venezuela (Bolivarian Republic of),2015,June,13
Canada,Venezuela (Bolivarian Republic of),2015,July,29
Canada,Venezuela (Bolivarian Republic of),2015,August,20
Canada,Venezuela (Bolivarian Republic of),2015,September,47
Canada,Venezuela (Bolivarian Republic of),2015,October,22
Canada,Venezuela (Bolivarian Republic of),2015,November,26
Canada,Venezuela (Bolivarian Republic of),2015,December,24
Czech Rep.,Venezuela (Bolivarian Republic of),2015,August,1
Spain,Venezuela (Bolivarian Republic of),2015,January,18
Spain,Venezuela (Bolivarian Republic of),2015,February,21
Spain,Venezuela (Bolivarian Republic of),2015,March,19
Spain,Venezuela (Bolivarian Republic of),2015,April,26
Spain,Venezuela (Bolivarian Republic of),2015,May,19
Spain,Venezuela (Bolivarian Republic of),2015,June,41
Spain,Venezuela (Bolivarian Republic of),2015,July,32
Spain,Venezuela (Bolivarian Republic of),2015,August,35
Spain,Venezuela (Bolivarian Republic of),2015,September,37
Spain,Venezuela (Bolivarian Republic of),2015,October,68
Spain,Venezuela (Bolivarian Republic of),2015,November,113
Spain,Venezuela (Bolivarian Republic of),2015,December,86
Sweden,Venezuela (Bolivarian Republic of),2015,January,3
Sweden,Venezuela (Bolivarian Republic of),2015,February,1
Sweden,Venezuela (Bolivarian Republic of),2015,March,3
Sweden,Venezuela (Bolivarian Republic of),2015,April,1
Sweden,Venezuela (Bolivarian Republic of),2015,May,2
Sweden,Venezuela (Bolivarian Republic of),2015,June,3
Sweden,Venezuela (Bolivarian Republic of),2015,July,2
Sweden,Venezuela (Bolivarian Republic of),2015,August,1
Sweden,Venezuela (Bolivarian Republic of),2015,September,1
Sweden,Venezuela (Bolivarian Republic of),2015,October,3
Sweden,Venezuela (Bolivarian Republic of),2015,November,6
Sweden,Venezuela (Bolivarian Republic of),2015,December,1
France,Venezuela (Bolivarian Republic of),2015,January,2
France,Venezuela (Bolivarian Republic of),2015,February,1
France,Venezuela (Bolivarian Republic of),2015,March,4
France,Venezuela (Bolivarian Republic of),2015,May,2
France,Venezuela (Bolivarian Republic of),2015,June,8
France,Venezuela (Bolivarian Republic of),2015,July,1
France,Venezuela (Bolivarian Republic of),2015,August,2
France,Venezuela (Bolivarian Republic of),2015,September,1
France,Venezuela (Bolivarian Republic of),2015,October,15
France,Venezuela (Bolivarian Republic of),2015,November,5
France,Venezuela (Bolivarian Republic of),2015,December,3
Switzerland,Venezuela (Bolivarian Republic of),2015,May,1
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2015,January,2
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2015,March,3
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2015,June,1
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2015,August,2
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),2015,November,2
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,January,336
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,February,317
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,March,514
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,April,492
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,May,466
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,June,590
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,July,545
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,August,581
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,September,667
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,October,941
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,November,900
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,December,958
USA (EOIR),Venezuela (Bolivarian Republic of),2015,January,7
USA (EOIR),Venezuela (Bolivarian Republic of),2015,February,5
USA (EOIR),Venezuela (Bolivarian Republic of),2015,March,4
USA (EOIR),Venezuela (Bolivarian Republic of),2015,April,5
USA (EOIR),Venezuela (Bolivarian Republic of),2015,May,6
USA (EOIR),Venezuela (Bolivarian Republic of),2015,June,4
USA (EOIR),Venezuela (Bolivarian Republic of),2015,September,11
USA (EOIR),Venezuela (Bolivarian Republic of),2015,October,6
USA (EOIR),Venezuela (Bolivarian Republic of),2015,November,4
USA (EOIR),Venezuela (Bolivarian Republic of),2015,December,7
Germany,Venezuela (Bolivarian Republic of),2015,January,1
Germany,Venezuela (Bolivarian Republic of),2015,February,1
Germany,Venezuela (Bolivarian Republic of),2015,April,2
Germany,Venezuela (Bolivarian Republic of),2015,May,7
Germany,Venezuela (Bolivarian Republic of),2015,June,4
Germany,Venezuela (Bolivarian Republic of),2015,August,2
Germany,Venezuela (Bolivarian Republic of),2015,September,2
Germany,Venezuela (Bolivarian Republic of),2015,October,1
Greece,Venezuela (Bolivarian Republic of),2015,February,1
Hungary,Venezuela (Bolivarian Republic of),2015,May,1
Ireland,Venezuela (Bolivarian Republic of),2015,March,2
Ireland,Venezuela (Bolivarian Republic of),2015,April,2
Ireland,Venezuela (Bolivarian Republic of),2015,July,1
Ireland,Venezuela (Bolivarian Republic of),2015,October,2
Ireland,Venezuela (Bolivarian Republic of),2015,December,8
Italy,Venezuela (Bolivarian Republic of),2015,January,1
Italy,Venezuela (Bolivarian Republic of),2015,February,2
Italy,Venezuela (Bolivarian Republic of),2015,March,2
Italy,Venezuela (Bolivarian Republic of),2015,April,3
Italy,Venezuela (Bolivarian Republic of),2015,May,3
Italy,Venezuela (Bolivarian Republic of),2015,June,3
Italy,Venezuela (Bolivarian Republic of),2015,July,7
Italy,Venezuela (Bolivarian Republic of),2015,August,4
Italy,Venezuela (Bolivarian Republic of),2015,September,12
Italy,Venezuela (Bolivarian Republic of),2015,October,3
Italy,Venezuela (Bolivarian Republic of),2015,November,2
Italy,Venezuela (Bolivarian Republic of),2015,December,2
Rep. of Korea,Venezuela (Bolivarian Republic of),2015,July,1
Malta,Venezuela (Bolivarian Republic of),2015,February,1
Malta,Venezuela (Bolivarian Republic of),2015,May,5
Malta,Venezuela (Bolivarian Republic of),2015,July,1
Malta,Venezuela (Bolivarian Republic of),2015,October,1
Malta,Venezuela (Bolivarian Republic of),2015,December,2
Netherlands,Venezuela (Bolivarian Republic of),2015,March,1
Netherlands,Venezuela (Bolivarian Republic of),2015,June,1
Netherlands,Venezuela (Bolivarian Republic of),2015,October,1
Portugal,Venezuela (Bolivarian Republic of),2015,May,1
Portugal,Venezuela (Bolivarian Republic of),2015,July,1
Spain,Venezuela (Bolivarian Republic of),2015,January,18
Spain,Venezuela (Bolivarian Republic of),2015,February,21
Spain,Venezuela (Bolivarian Republic of),2015,March,19
Spain,Venezuela (Bolivarian Republic of),2015,April,26
Spain,Venezuela (Bolivarian Republic of),2015,May,19
Spain,Venezuela (Bolivarian Republic of),2015,June,41
Spain,Venezuela (Bolivarian Republic of),2015,July,32
Spain,Venezuela (Bolivarian Republic of),2015,August,35
Spain,Venezuela (Bolivarian Republic of),2015,September,37
Spain,Venezuela (Bolivarian Republic of),2015,October,68
Spain,Venezuela (Bolivarian Republic of),2015,November,113
Spain,Venezuela (Bolivarian Republic of),2015,December,86
Sweden,Venezuela (Bolivarian Republic of),2015,January,3
Sweden,Venezuela (Bolivarian Republic of),2015,February,1
Sweden,Venezuela (Bolivarian Republic of),2015,March,3
Sweden,Venezuela (Bolivarian Republic of),2015,April,1
Sweden,Venezuela (Bolivarian Republic of),2015,May,2
Sweden,Venezuela (Bolivarian Republic of),2015,June,3
Sweden,Venezuela (Bolivarian Republic of),2015,July,2
Sweden,Venezuela (Bolivarian Republic of),2015,August,1
Sweden,Venezuela (Bolivarian Republic of),2015,September,1
Sweden,Venezuela (Bolivarian Republic of),2015,October,3
Sweden,Venezuela (Bolivarian Republic of),2015,November,6
Sweden,Venezuela (Bolivarian Republic of),2015,December,1
Switzerland,Venezuela (Bolivarian Republic of),2015,May,1
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,January,336
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,February,317
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,March,514
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,April,492
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,May,466
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,June,590
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,July,545
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,August,581
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,September,667
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,October,941
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,November,900
USA (INS/DHS),Venezuela (Bolivarian Republic of),2015,December,958
USA (EOIR),Venezuela (Bolivarian Republic of),2015,January,7
USA (EOIR),Venezuela (Bolivarian Republic of),2015,February,5
USA (EOIR),Venezuela (Bolivarian Republic of),2015,March,4
USA (EOIR),Venezuela (Bolivarian Republic of),2015,April,5
USA (EOIR),Venezuela (Bolivarian Republic of),2015,May,6
USA (EOIR),Venezuela (Bolivarian Republic of),2015,June,4
USA (EOIR),Venezuela (Bolivarian Republic of),2015,September,11
USA (EOIR),Venezuela (Bolivarian Republic of),2015,October,6
USA (EOIR),Venezuela (Bolivarian Republic of),2015,November,4
USA (EOIR),Venezuela (Bolivarian Republic of),2015,December,7
Albania,Venezuela (Bolivarian Republic of),2017,August,*
Australia,Venezuela (Bolivarian Republic of),2016,March,5
Australia,Venezuela (Bolivarian Republic of),2017,March,8
Australia,Venezuela (Bolivarian Republic of),2017,May,5
Australia,Venezuela (Bolivarian Republic of),2017,August,19
Australia,Venezuela (Bolivarian Republic of),2017,September,10
Australia,Venezuela (Bolivarian Republic of),2017,October,7
Australia,Venezuela (Bolivarian Republic of),2017,November,5
Australia,Venezuela (Bolivarian Republic of),2018,March,15
Australia,Venezuela (Bolivarian Republic of),2018,April,6
Australia,Venezuela (Bolivarian Republic of),2018,July,6
Austria,Venezuela (Bolivarian Republic of),2017,January,*
Austria,Venezuela (Bolivarian Republic of),2017,March,*
Austria,Venezuela (Bolivarian Republic of),2017,June,*
Austria,Venezuela (Bolivarian Republic of),2017,August,6
Austria,Venezuela (Bolivarian Republic of),2018,February,*
Austria,Venezuela (Bolivarian Republic of),2018,April,*
